Time,Source,Target,Amount,Location,Type,Labels
3271,S10278,T1003,28.83,L100,TP100,2
3272,S11828,T1160,514.5,L100,TP165,1
3273,S11828,T1160,514.4,L100,TP165,0
3274,S12086,T1003,25.85,L100,TP100,2
3275,S10077,T1008,20,L100,TP105,2
3276,S12087,T1000,64.05,L100,TP100,2
3277,S12088,T1003,49.44,L100,TP100,2
3278,S12089,T1003,398.3,L100,TP100,2
3279,S11116,T1013,22.86,L102,TP108,2
3280,S11136,T1002,55,L100,TP102,2
3281,S10278,T1003,28.87,L100,TP100,2
3282,S12090,T1000,79.99,L100,TP100,2
3283,S12091,T1000,70.7,L100,TP100,2
3284,S10030,T1002,58,L100,TP102,2
3285,S11341,T1008,50,L100,TP105,2
3286,S11341,T1008,50,L100,TP105,2
3287,S11896,T1000,316.41,L100,TP100,2
3288,S12092,T1080,335.29,L110,TP100,2
3289,S12093,T1003,621.43,L100,TP100,2
3290,S10867,T1008,30,L100,TP105,2
3291,S12094,T1023,0,L100,TP120,2
3292,S12095,T1000,34.28,L100,TP100,2
3293,S12096,T1045,171.5,L106,TP108,2
3294,S12097,T1000,361.4,L100,TP100,2
3295,S12098,T1046,178,L106,TP108,2
3296,S12099,T1046,113,L106,TP108,2
3297,S12100,T1045,170,L106,TP108,2
3298,S10733,T1046,30,L106,TP108,2
3299,S12101,T1045,86.44,L106,TP108,2
3300,S12102,T1046,1,L106,TP108,2
3301,S12103,T1000,371.04,L100,TP100,2
3302,S12104,T1046,31,L106,TP108,2
3303,S12105,T1046,20,L106,TP108,2
3304,S12106,T1186,739,L155,TP101,0
3305,S12106,T1186,731,L155,TP101,0
3306,S12107,T1000,43.88,L100,TP100,2
3307,S12108,T1002,38.36,L100,TP102,2
3308,S12109,T1015,9,L100,TP110,2
3309,S12110,T1003,256.24,L100,TP100,0
3310,S12110,T1003,256.24,L100,TP100,0
3311,S10122,T1000,21.51,L100,TP100,2
3312,S12111,T1003,43.17,L100,TP100,2
3313,S12112,T1003,57.53,L100,TP100,2
3314,S12113,T1003,11.53,L100,TP100,2
3315,S12114,T1037,5,L100,TP126,2
3316,S11677,T1000,21.58,L100,TP100,2
3317,S12115,T1000,93.26,L100,TP100,2
3318,S12116,T1003,26.01,L100,TP100,2
3319,S10122,T1000,26.55,L100,TP100,2
3320,S12117,T1000,46.48,L100,TP100,2
3321,S12118,T1046,240,L106,TP108,2
3322,S12113,T1003,32.8,L100,TP100,2
3323,S12119,T1013,13.71,L102,TP108,2
3324,S12120,T1000,115.24,L100,TP100,2
3325,S12121,T1074,1,L110,TP137,2
3326,S12122,T1034,182.14,L110,TP120,2
3327,S12123,T1074,4,L110,TP137,2
3328,S12124,T1028,729,L110,TP118,2
3329,S12125,T1015,1,L100,TP110,2
3330,S11313,T1000,377.76,L100,TP100,2
3331,S12126,T1015,3,L100,TP110,2
3332,S12127,T1003,30.25,L100,TP100,2
3333,S12128,T1022,8,L102,TP118,2
3334,S11824,T1097,7,L102,TP106,0
3335,S11824,T1097,8,L102,TP106,0
3336,S11824,T1097,8,L102,TP106,0
3337,S11824,T1097,4,L102,TP106,0
3338,S12129,T1080,108.45,L110,TP100,2
3339,S12130,T1000,39.86,L100,TP100,2
3340,S12131,T1083,3,L106,TP110,2
3341,S12132,T1000,137.94,L100,TP100,2
3342,S12133,T1015,4,L100,TP110,2
3343,S12134,T1022,4,L102,TP118,2
3344,S12135,T1041,140,L100,TP102,2
3345,S12136,T1015,5,L100,TP110,2
3346,S12137,T1000,36.99,L100,TP100,2
3347,S12138,T1187,35.89,L100,TP139,0
3348,S12138,T1187,35.82,L100,TP139,0
3349,S12139,T1153,8,L106,TP139,2
3350,S12140,T1053,28.68,L106,TP125,2
3351,S12141,T1080,23.59,L110,TP100,2
3352,S12142,T1053,18.39,L106,TP125,2
3353,S12143,T1022,1.71,L102,TP118,2
3354,S12113,T1003,28,L100,TP100,2
3355,S12144,T1053,13.29,L106,TP125,2
3356,S12145,T1083,70,L106,TP110,2
3357,S10040,T1000,33.57,L100,TP100,2
3358,S12146,T1003,60,L100,TP100,2
3359,S12147,T1160,303.39,L100,TP165,0
3360,S12147,T1160,844.96,L100,TP165,1
3361,S12148,T1156,98,L106,TP109,2
3362,S12149,T1000,41.83,L100,TP100,2
3363,S10178,T1038,15.97,L102,TP125,2
3364,S12150,T1015,1,L100,TP110,2
3365,S12151,T1083,20654.77,L106,TP110,2
3366,S12152,T1025,25600,L102,TP112,2
3367,S12153,T1013,11.85,L102,TP108,2
3368,S10979,T1000,20,L100,TP100,2
3369,S10774,T1000,29.03,L100,TP100,2
3370,S12154,T1000,59.92,L100,TP100,2
3371,S10406,T1000,30,L100,TP100,2
3372,S12138,T1188,121.02,L156,TP125,0
3373,S12138,T1188,138,L156,TP125,0
3374,S12155,T1000,399.26,L100,TP100,2
3375,S12156,T1000,55.96,L100,TP100,2
3376,S11828,T1189,6,L109,TP120,0
3377,S11828,T1189,0,L109,TP120,0
3378,S11307,T1025,43.85,L102,TP125,2
3379,S10266,T1190,412.93,L157,TP116,0
3380,S12113,T1000,39.7,L100,TP100,2
3381,S12157,T1190,412.91,L157,TP116,0
3382,S12157,T1190,412.98,L157,TP116,1
3383,S12113,T1000,21.36,L100,TP100,2
3384,S10661,T1013,12.28,L102,TP108,2
3385,S10166,T1013,7.64,L102,TP108,2
3386,S12158,T1083,676.5,L106,TP110,2
3387,S12157,T1191,160.46,L158,TP172,0
3388,S12159,T1003,372.37,L100,TP100,2
3389,S12160,T1003,19.83,L100,TP100,2
3390,S12161,T1003,31.37,L100,TP100,2
3391,S12147,T1160,442.89,L100,TP165,0
3392,S12157,T1192,573.87,L100,TP128,0
3393,S12157,T1193,121.52,L100,TP116,0
3394,S12162,T1003,48.59,L100,TP100,2
3395,S12163,T1015,55.41,L100,TP110,2
3396,S12164,T1003,25.04,L100,TP100,2
3397,S12165,T1000,43.55,L100,TP100,2
3398,S12166,T1003,2.51,L112,TP100,2
3399,S10073,T1143,34.03,L112,TP115,0
3400,S12167,T1025,4.9,L102,TP151,2
3401,S12168,T1038,16.19,L102,TP125,2
3402,S12169,T1015,9,L100,TP110,2
3403,S12170,T1129,117.93,L141,TP104,2
3404,S10531,T1003,1.06,L100,TP100,2
3405,S12171,T1038,35.64,L102,TP125,2
3406,S11694,T1013,14.08,L102,TP108,2
3407,S12172,T1156,68,L106,TP109,2
3408,S10063,T1036,6,L102,TP125,0
3409,S12173,T1003,55.52,L100,TP100,2
3410,S10533,T1038,28.25,L102,TP125,2
3411,S12174,T1000,59.25,L100,TP100,2
3412,S12175,T1000,54.5,L100,TP100,2
3413,S10122,T1000,7202,L100,TP100,2
3414,S12176,T1034,207.02,L110,TP120,2
3415,S10043,T1011,100,L102,TP108,0
3416,S12177,T1000,37.87,L100,TP100,2
3417,S12023,T1011,9,L102,TP108,0
3418,S12178,T1003,17.41,L100,TP100,2
3419,S12179,T1045,2.17,L106,TP108,2
3420,S12180,T1000,73.82,L100,TP100,2
3421,S10084,T1008,19.92,L100,TP105,2
3422,S10084,T1008,19.97,L100,TP105,2
3423,S11203,T1008,11.9,L100,TP105,2
3424,S12181,T1003,402.32,L100,TP100,2
3425,S11203,T1008,11.99,L100,TP105,2
3426,S12054,T1000,6.19,L100,TP100,2
3427,S11824,T1162,8.42,L102,TP166,0
3428,S11735,T1042,41.91,L113,TP112,0
3429,S12182,T1000,36.46,L100,TP100,2
3430,S12183,T1000,74.9,L100,TP100,2
3431,S10118,T1008,26,L100,TP105,2
3432,S12184,T1000,18.88,L100,TP100,2
3433,S10592,T1008,11.92,L100,TP105,2
3434,S11203,T1008,11.98,L100,TP105,2
3435,S11824,T1097,49.61,L102,TP106,0
3436,S12185,T1003,21.68,L100,TP100,2
3437,S11143,T1004,39.65,L102,TP114,2
3438,S10612,T1003,16.3,L100,TP100,2
3439,S11710,T1150,3.27,L102,TP151,2
3440,S10592,T1008,11.99,L100,TP105,2
3441,S11203,T1008,11.93,L100,TP105,2
3442,S12138,T1194,190,L159,TP125,0
3443,S11858,T1145,29.99,L102,TP112,0
3444,S10266,T1047,81.53,L100,TP116,0
3445,S12186,T1000,150.54,L100,TP100,2
3446,S10026,T1008,3,L100,TP105,2
3447,S11677,T1000,150.8,L100,TP100,2
3448,S12187,T1003,353.59,L100,TP100,2
3449,S12188,T1000,111.51,L100,TP100,2
3450,S12189,T1000,15.95,L100,TP100,2
3451,S11372,T1129,63,L141,TP104,2
3452,S11675,T1008,11.95,L100,TP105,2
3453,S12190,T1000,372.7,L100,TP100,2
3454,S12191,T1003,74.61,L100,TP100,2
3455,S12192,T1003,1060.78,L100,TP100,2
3456,S12193,T1000,12.36,L100,TP100,2
3457,S12194,T1003,49.85,L100,TP100,2
3458,S12195,T1000,103.92,L100,TP100,2
3459,S10073,T1058,24.94,L108,TP115,0
3460,S12196,T1000,34.9,L100,TP100,2
3461,S12022,T1019,16.67,L107,TP108,0
3462,S11517,T1000,56,L100,TP100,2
3463,S11768,T1037,427,L100,TP126,2
3464,S12197,T1003,154.89,L100,TP100,2
3465,S11179,T1000,73.5,L100,TP100,2
3466,S12022,T1019,66.5,L107,TP108,0
3467,S10445,T1000,68.45,L100,TP100,2
3468,S11931,T1083,445,L106,TP110,2
3469,S10073,T1195,19.92,L109,TP117,0
3470,S10073,T1195,19.95,L109,TP117,0
3471,S12198,T1053,9.94,L106,TP125,2
3472,S10084,T1008,19.95,L100,TP105,2
3473,S12199,T1156,93,L106,TP109,2
3474,S12157,T1057,211.23,L120,TP132,0
3475,S12200,T1114,398.7,L104,TP106,2
3476,S12201,T1196,198.35,L110,TP106,2
3477,S12202,T1000,199.98,L100,TP100,2
3478,S12203,T1084,61.78,L100,TP100,2
3479,S12204,T1000,11.9,L100,TP100,2
3480,S10007,T1000,21.94,L100,TP100,0
3481,S10007,T1000,21.92,L100,TP100,0
3482,S12205,T1180,96.03,L110,TP109,2
3483,S12206,T1000,84.91,L100,TP100,2
3484,S12207,T1000,59,L100,TP100,2
3485,S12208,T1000,21.74,L100,TP100,2
3486,S12209,T1045,9.55,L106,TP108,2
3487,S12210,T1087,34.2,L129,TP142,0
3488,S12211,T1003,983.01,L100,TP100,2
3489,S12212,T1023,9,L100,TP120,2
3490,S12213,T1114,678,L104,TP106,2
3491,S12214,T1000,155.82,L100,TP100,2
3492,S11831,T1000,12.93,L100,TP100,2
3493,S12215,T1000,48.2,L100,TP100,2
3494,S10064,T1013,19.72,L102,TP108,0
3495,S12216,T1177,8,L109,TP151,2
3496,S12217,T1000,159.22,L100,TP100,2
3497,S11048,T1128,1870.8,L140,TP157,0
3498,S11048,T1128,1870.3,L140,TP157,0
3499,S12218,T1000,122.22,L100,TP100,2
3500,S12022,T1019,24.19,L107,TP108,0
3501,S12157,T1197,180.84,L160,TP173,0
3502,S12219,T1041,101,L100,TP102,2
3503,S12220,T1041,59,L100,TP102,2
3504,S12221,T1000,75.32,L100,TP100,2
3505,S12222,T1000,66.79,L100,TP100,2
3506,S12223,T1000,39.82,L100,TP100,2
3507,S12224,T1000,35.31,L100,TP100,2
3508,S12220,T1041,52,L100,TP102,2
3509,S10270,T1198,68,L161,TP134,0
3510,S10270,T1198,63,L161,TP134,0
3511,S11127,T1000,32.88,L100,TP100,2
3512,S11306,T1013,21,L102,TP108,2
3513,S12225,T1002,234,L100,TP102,2
3514,S12226,T1037,0,L100,TP126,2
3515,S12227,T1008,15.97,L100,TP105,2
3516,S12228,T1000,81.95,L100,TP100,2
3517,S12229,T1000,59.92,L100,TP100,2
3518,S12230,T1000,7.92,L100,TP100,2
3519,S12231,T1080,96.23,L110,TP100,2
3520,S12232,T1000,129.95,L100,TP100,2
3521,S12220,T1041,59,L100,TP102,2
3522,S12233,T1003,188,L100,TP100,2
3523,S12234,T1000,77.13,L100,TP100,2
3524,S12220,T1041,55,L100,TP102,2
3525,S11677,T1000,19.93,L100,TP100,2
3526,S12235,T1003,99.93,L100,TP100,2
3527,S12236,T1037,2,L100,TP126,2
3528,S12237,T1000,744.47,L100,TP100,2
3529,S12238,T1003,487.87,L100,TP100,2
3530,S12239,T1029,305.75,L110,TP102,2
3531,S12240,T1000,73.95,L100,TP100,2
3532,S12241,T1000,179.24,L100,TP100,2
3533,S12242,T1034,290.43,L110,TP120,2
3534,S12243,T1023,1.21,L100,TP120,2
3535,S12244,T1023,13.6,L100,TP120,2
3536,S10342,T1004,108.96,L102,TP133,2
3537,S12245,T1023,54.07,L100,TP120,2
3538,S12246,T1023,7,L100,TP120,2
3539,S12247,T1023,1,L100,TP120,2
3540,S11287,T1004,7.21,L102,TP174,2
3541,S12248,T1182,119,L106,TP139,2
3542,S12249,T1000,78.11,L100,TP100,2
3543,S12250,T1023,17.98,L100,TP120,2
3544,S10283,T1023,11.6,L100,TP120,0
3545,S12251,T1003,12.37,L100,TP100,2
3546,S11001,T1023,8.53,L100,TP120,0
3547,S10568,T1023,15.01,L100,TP120,0
3548,S12252,T1003,58,L100,TP100,2
3549,S12253,T1023,7.44,L100,TP120,2
3550,S12254,T1003,40.73,L100,TP100,2
3551,S12255,T1023,9.39,L100,TP120,2
3552,S12256,T1000,415.43,L100,TP100,2
3553,S12257,T1023,8,L100,TP120,2
3554,S12258,T1037,4,L100,TP126,2
3555,S12259,T1023,7.96,L100,TP120,2
3556,S12260,T1003,56.98,L100,TP100,2
3557,S12261,T1023,6,L100,TP120,2
3558,S10839,T1023,11.12,L100,TP120,0
3559,S10709,T1023,15,L100,TP120,0
3560,S10625,T1023,1367.86,L100,TP120,0
3561,S12262,T1023,7.46,L100,TP120,2
3562,S11010,T1023,1.51,L100,TP120,0
3563,S12263,T1023,1.17,L100,TP120,2
3564,S12264,T1003,21.96,L100,TP100,2
3565,S10816,T1023,54.03,L100,TP120,0
3566,S12265,T1023,9,L100,TP120,2
3567,S12266,T1000,65.9,L100,TP100,2
3568,S12267,T1023,9,L100,TP120,2
3569,S12268,T1003,90.7,L100,TP100,2
3570,S12269,T1199,2072.73,L110,TP175,2
3571,S12270,T1023,9.34,L100,TP120,2
3572,S10745,T1023,11.7,L100,TP120,2
3573,S10810,T1023,28.83,L100,TP120,0
3574,S10818,T1023,30.22,L100,TP120,0
3575,S12271,T1023,8,L100,TP120,2
3576,S12272,T1003,800,L100,TP100,2
3577,S12273,T1023,1.91,L100,TP120,2
3578,S10799,T1023,1.56,L100,TP120,0
3579,S12274,T1003,500,L100,TP100,2
3580,S10288,T1023,7.49,L100,TP120,0
3581,S12275,T1023,1,L100,TP120,2
3582,S12276,T1080,70.15,L110,TP100,2
3583,S10777,T1023,11.59,L100,TP120,0
3584,S12277,T1023,9.33,L100,TP120,2
3585,S10179,T1023,21.89,L100,TP120,0
3586,S12106,T1200,2299.67,L162,TP110,0
3587,S12106,T1200,2299.66,L162,TP110,0
3588,S12278,T1023,9.32,L100,TP120,2
3589,S12279,T1083,149.7,L106,TP110,2
3590,S12280,T1083,65.61,L106,TP110,2
3591,S12281,T1083,222,L106,TP110,2
3592,S12282,T1083,653,L106,TP110,2
3593,S12283,T1083,2554,L106,TP110,2
3594,S10638,T1023,3,L100,TP120,2
3595,S11014,T1023,54.05,L100,TP120,0
3596,S12284,T1199,101.51,L110,TP175,2
3597,S10066,T1000,29.1,L100,TP100,2
3598,S10864,T1023,16,L100,TP120,0
3599,S12285,T1023,48.34,L100,TP120,2
3600,S12286,T1023,11.6,L100,TP120,2
3601,S12287,T1023,1.06,L100,TP120,2
3602,S12288,T1023,3.99,L100,TP120,2
3603,S12289,T1003,31.91,L100,TP100,2
3604,S12290,T1000,70.37,L100,TP100,2
3605,S12291,T1023,8,L100,TP120,2
3606,S10287,T1023,43.44,L100,TP120,0
3607,S12292,T1000,34.9,L100,TP100,2
3608,S12293,T1038,2.46,L102,TP125,2
3609,S12294,T1023,3.4,L100,TP120,2
3610,S12295,T1000,69.75,L100,TP100,2
3611,S12296,T1083,12230,L106,TP110,2
3612,S10760,T1023,1269.98,L100,TP120,0
3613,S12297,T1000,103.22,L100,TP100,2
3614,S12298,T1023,6,L100,TP120,2
3615,S12299,T1038,31.96,L102,TP125,2
3616,S12300,T1034,1279.02,L110,TP120,2
3617,S10904,T1023,9.34,L100,TP120,0
3618,S10949,T1023,54.06,L100,TP120,0
3619,S12301,T1003,86.67,L100,TP100,2
3620,S12302,T1023,15.14,L100,TP120,2
3621,S12303,T1000,48.4,L100,TP100,2
3622,S12304,T1023,1,L100,TP120,2
3623,S12305,T1000,41.38,L100,TP100,2
3624,S12306,T1023,4,L100,TP120,2
3625,S11015,T1023,1.36,L100,TP120,2
3626,S12307,T1023,24.52,L100,TP120,2
3627,S10598,T1023,11.57,L100,TP120,0
3628,S12308,T1022,2.85,L102,TP118,2
3629,S10851,T1023,15.05,L100,TP120,0
3630,S12309,T1000,128.41,L100,TP100,2
3631,S10278,T1000,92.7,L100,TP100,2
3632,S12310,T1015,5,L100,TP110,2
3633,S10732,T1023,3.14,L100,TP120,0
3634,S12311,T1023,21.96,L100,TP120,2
3635,S10167,T1003,16.13,L100,TP100,2
3636,S12312,T1023,2,L100,TP120,2
3637,S12313,T1045,14.39,L106,TP108,1
3638,S12314,T1045,42.56,L106,TP108,2
3639,S12315,T1045,45.26,L106,TP108,2
3640,S12316,T1045,9.11,L106,TP108,2
3641,S12317,T1045,9.73,L106,TP108,2
3642,S12313,T1045,14.27,L106,TP108,0
3643,S12313,T1045,14.26,L106,TP108,1
3644,S10073,T1201,75.45,L100,TP125,0
3645,S10073,T1201,75.47,L100,TP125,0
3646,S10073,T1201,66,L100,TP125,0
3647,S12318,T1000,128.36,L100,TP100,2
3648,S12319,T1159,7964.82,L110,TP110,2
3649,S12320,T1003,18.69,L100,TP100,2
3650,S12321,T1000,358.29,L100,TP100,2
3651,S11887,T1000,16.98,L100,TP100,0
3652,S11096,T1011,5,L102,TP108,0
3653,S12322,T1013,8.69,L102,TP108,2
3654,S11096,T1011,7,L102,TP108,0
3655,S12323,T1125,500.37,L100,TP120,2
3656,S11100,T1013,20.69,L102,TP108,2
3657,S12324,T1083,40.4,L106,TP110,2
3658,S12023,T1011,2,L102,TP108,0
3659,S10626,T1011,7,L102,TP108,0
3660,S10043,T1011,3,L102,TP108,0
3661,S10043,T1011,6,L102,TP108,0
3662,S12325,T1044,8.91,L106,TP108,2
3663,S10043,T1011,7,L102,TP108,0
3664,S10043,T1011,6,L102,TP108,0
3665,S12326,T1045,60.23,L106,TP108,2
3666,S11094,T1011,7,L102,TP108,0
3667,S11095,T1011,9,L102,TP108,0
3668,S11096,T1011,9,L102,TP108,0
3669,S12327,T1000,469.63,L100,TP100,2
3670,S12328,T1044,31.08,L106,TP108,2
3671,S12329,T1003,13.26,L100,TP100,2
3672,S12330,T1000,13.11,L100,TP100,2
3673,S12331,T1083,5710,L106,TP110,2
3674,S12332,T1045,2,L106,TP108,0
3675,S12332,T1038,9.9,L102,TP125,0
3676,S12332,T1038,9.3,L102,TP125,1
3677,S12332,T1045,3,L106,TP108,0
3678,S12332,T1038,2.2,L102,TP125,1
3679,S12332,T1038,2.21,L102,TP125,0
3680,S12332,T1038,169.08,L102,TP125,0
3681,S12332,T1038,169.09,L102,TP125,0
3682,S12332,T1038,84.93,L102,TP125,1
3683,S12332,T1038,84.99,L102,TP125,0
3684,S12333,T1202,4,L102,TP176,0
3685,S10202,T1025,19.97,L102,TP112,2
3686,S12334,T1016,182,L106,TP111,2
3687,S12335,T1155,4.97,L163,TP117,1
3688,S12336,T1203,50.78,L100,TP103,1
3689,S12336,T1203,50.79,L100,TP103,0
3690,S11887,T1000,30.77,L100,TP100,0
3691,S12217,T1000,10.2,L100,TP100,2
3692,S12337,T1003,200,L100,TP100,2
3693,S12338,T1000,365.41,L100,TP100,2
3694,S12339,T1045,135.94,L106,TP108,2
3695,S12340,T1003,400,L100,TP100,2
3696,S12341,T1026,43.23,L110,TP100,2
3697,S12342,T1044,14.59,L106,TP108,2
3698,S12343,T1000,11,L100,TP100,2
3699,S12344,T1015,4,L100,TP110,2
3700,S11100,T1013,25.75,L102,TP108,2
3701,S12345,T1003,383.45,L100,TP100,2
3702,S12346,T1013,10.09,L102,TP108,2
3703,S12332,T1038,8.73,L102,TP125,0
3704,S12332,T1038,8.76,L102,TP125,1
3705,S12347,T1045,862.7,L106,TP108,2
3706,S12348,T1046,166,L106,TP108,2
3707,S12349,T1083,1315,L106,TP110,2
3708,S11875,T1046,1,L106,TP108,2
3709,S12350,T1046,86,L106,TP108,2
3710,S12351,T1090,1358.75,L106,TP144,2
3711,S12352,T1045,13.48,L106,TP108,2
3712,S12353,T1046,101,L106,TP108,2
3713,S12354,T1153,10,L106,TP139,2
3714,S12355,T1046,56,L106,TP108,2
3715,S12356,T1045,38.3,L106,TP108,2
3716,S12357,T1139,11,L106,TP144,2
3717,S12358,T1045,8.34,L106,TP108,2
3718,S12359,T1045,22.18,L106,TP108,2
3719,S10122,T1000,19.9,L100,TP100,2
3720,S12360,T1044,18.09,L106,TP108,2
3721,S12313,T1045,12.6,L106,TP108,1
3722,S12313,T1045,12.1,L106,TP108,0
3723,S12361,T1045,21.1,L106,TP108,2
3724,S11828,T1160,1881.91,L100,TP165,0
3725,S12362,T1003,50.7,L100,TP100,2
3726,S10040,T1000,0.32,L100,TP100,2
3727,S10078,T1008,19.98,L100,TP105,2
3728,S10122,T1000,201.9,L100,TP100,2
3729,S11203,T1008,60,L100,TP105,2
3730,S12363,T1023,99.6,L100,TP120,2
3731,S11427,T1000,33.93,L100,TP100,2
3732,S10443,T1037,9,L100,TP126,2
3733,S11828,T1160,238.48,L100,TP165,0
3734,S12364,T1003,9.77,L100,TP100,2
3735,S11948,T1023,8.07,L100,TP120,0
3736,S12365,T1000,35.18,L100,TP100,2
3737,S12366,T1003,8.19,L100,TP100,2
3738,S11483,T1002,4.74,L100,TP102,2
3739,S10027,T1002,56,L100,TP102,2
3740,S11936,T1037,68,L100,TP126,2
3741,S10040,T1000,18.08,L100,TP100,2
3742,S12367,T1000,79.97,L100,TP100,2
3743,S11949,T1023,17.27,L100,TP120,0
3744,S12368,T1000,20.84,L100,TP100,2
3745,S11203,T1008,0,L100,TP105,2
3746,S11874,T1000,356.94,L100,TP100,2
3747,S11824,T1037,168.59,L100,TP126,0
3748,S11427,T1003,20,L100,TP100,2
3749,S12369,T1002,58,L100,TP102,2
3750,S10122,T1000,11.96,L100,TP100,2
3751,S12370,T1003,9.58,L100,TP100,2
3752,S10122,T1000,66.92,L100,TP100,2
3753,S12371,T1002,54,L100,TP102,2
3754,S11442,T1003,79,L100,TP100,2
3755,S11103,T1037,24,L100,TP126,2
3756,S12372,T1037,150,L100,TP126,2
3757,S11910,T1023,746.13,L100,TP120,0
3758,S11785,T1061,222,L100,TP116,0
3759,S10122,T1000,38.97,L100,TP100,2
3760,S10073,T1143,24.97,L115,TP110,0
3761,S11951,T1023,26.5,L100,TP120,0
3762,S10383,T1004,10,L102,TP155,2
3763,S12373,T1000,0.13,L115,TP100,2
3764,S12374,T1030,54.64,L100,TP103,2
3765,S11953,T1023,8.43,L100,TP120,0
3766,S12313,T1045,15.18,L106,TP108,0
3767,S12083,T1136,260,L106,TP111,2
3768,S12375,T1016,0,L106,TP111,2
3769,S12376,T1003,212.4,L100,TP100,2
3770,S12377,T1000,65.97,L100,TP100,2
3771,S12378,T1026,780,L110,TP100,2
3772,S12379,T1003,0,L100,TP100,2
3773,S12380,T1023,4.68,L100,TP120,2
3774,S12381,T1015,1,L100,TP110,2
3775,S12382,T1045,144.92,L106,TP108,2
3776,S10775,T1023,0,L100,TP120,0
3777,S12383,T1000,19.72,L100,TP100,2
3778,S12384,T1015,3,L100,TP110,2
3779,S12385,T1000,63.9,L100,TP100,2
3780,S12386,T1000,23.84,L100,TP100,2
3781,S12387,T1110,532.91,L110,TP126,2
3782,S10084,T1008,19.97,L100,TP105,2
3783,S12075,T1000,109.56,L100,TP100,2
3784,S12388,T1023,3,L100,TP120,2
3785,S12389,T1000,17.97,L100,TP100,2
3786,S12390,T1003,25.26,L100,TP100,2
3787,S12391,T1003,41.08,L100,TP100,2
3788,S10271,T1037,214.98,L100,TP126,0
3789,S12392,T1022,2.33,L102,TP118,2
3790,S12393,T1008,25,L100,TP105,2
3791,S12394,T1083,300,L106,TP110,2
3792,S12395,T1022,2.27,L102,TP118,2
3793,S12396,T1025,9,L102,TP137,2
3794,S12397,T1083,4841.39,L106,TP110,2
3795,S11515,T1022,1.69,L102,TP118,2
3796,S12398,T1015,8,L100,TP110,2
3797,S11046,T1111,0,L102,TP125,0
3798,S12399,T1015,8,L100,TP110,2
3799,S12400,T1022,1,L102,TP118,2
3800,S12401,T1022,4.2,L102,TP118,2
3801,S12402,T1095,179.89,L100,TP111,2
3802,S12403,T1000,21.97,L100,TP100,1
3803,S12403,T1000,21.93,L100,TP100,0
3804,S12404,T1015,2,L100,TP110,2
3805,S12405,T1083,1075.37,L106,TP110,2
3806,S10122,T1000,94.98,L100,TP100,2
3807,S12406,T1023,7,L100,TP120,2
3808,S12407,T1000,25.79,L100,TP100,2
3809,S12408,T1095,38.91,L100,TP111,2
3810,S12409,T1085,24.8,L128,TP117,0
3811,S12409,T1085,24.84,L128,TP117,0
3812,S12410,T1204,1.5,L100,TP107,0
3813,S12113,T1000,566.4,L100,TP100,2
3814,S12411,T1083,887.4,L106,TP110,2
3815,S12412,T1000,21.48,L100,TP100,2
3816,S11677,T1000,94.96,L100,TP100,2
3817,S12413,T1000,59.14,L100,TP100,0
3818,S10491,T1078,121.43,L100,TP139,0
3819,S12414,T1003,8.98,L100,TP100,2
3820,S11677,T1000,94.98,L100,TP100,2
3821,S10248,T1003,136.59,L100,TP100,0
3822,S11677,T1000,94.95,L100,TP100,2
3823,S10098,T1008,40,L100,TP105,2
3824,S12415,T1000,34.97,L100,TP100,2
3825,S12416,T1015,9,L100,TP110,2
3826,S11677,T1000,164.91,L100,TP100,2
3827,S12417,T1000,25.42,L100,TP100,2
3828,S11824,T1097,5,L102,TP106,0
3829,S11824,T1097,3,L102,TP106,0
3830,S11824,T1097,5,L102,TP106,0
3831,S11824,T1097,2,L102,TP106,0
3832,S11830,T1097,3,L102,TP106,0
3833,S11830,T1097,8,L102,TP106,0
3834,S11830,T1097,1,L102,TP106,0
3835,S11830,T1097,7,L102,TP106,0
3836,S12418,T1003,62.85,L100,TP100,2
3837,S12419,T1000,72.2,L100,TP100,2
3838,S12420,T1083,5238.39,L106,TP110,2
3839,S12421,T1003,9.57,L100,TP100,2
3840,S12420,T1083,5238.37,L106,TP110,2
3841,S12422,T1000,78.6,L100,TP100,2
3842,S12107,T1003,75.45,L100,TP100,2
3843,S12423,T1015,7,L100,TP110,2
3844,S10084,T1008,90,L100,TP105,2
3845,S12424,T1000,9.97,L100,TP100,0
3846,S12424,T1000,9.94,L100,TP100,0
3847,S12200,T1000,22.48,L100,TP100,2
3848,S12115,T1000,27.52,L100,TP100,2
3849,S12425,T1003,67.4,L100,TP100,2
3850,S11677,T1000,32.91,L100,TP100,2
3851,S12426,T1066,145.04,L110,TP116,2
3852,S12427,T1023,7,L100,TP120,2
3853,S12428,T1000,25.96,L100,TP100,2
3854,S11677,T1000,179.1,L100,TP100,2
3855,S12429,T1003,33.33,L100,TP100,2
3856,S12430,T1029,220.91,L110,TP102,2
3857,S12431,T1004,28,L102,TP124,0
3858,S12432,T1000,40.27,L100,TP100,2
3859,S12433,T1003,28.58,L100,TP100,2
3860,S12434,T1002,53,L100,TP102,2
3861,S12435,T1029,80,L110,TP102,2
3862,S12410,T1040,871.83,L102,TP123,1
3863,S12410,T1040,871.87,L102,TP123,0
3864,S12436,T1199,454.02,L110,TP175,2
3865,S12113,T1000,9.99,L100,TP100,2
3866,S12437,T1003,28.99,L100,TP100,2
